sampleID,phenotype,file_name,G1_amplitude,G1_sigma,G2_amplitude,G2_sigma,G3_amplitude,G3_sigma,Baysian Information Criterion,Total dip depth,Intercept,Total dip area (AOC combined model),region-set,is control,Dip area: z-score vs controls in same region set,Dip area: Prediction interval of controls,Dip area: interpretation vs controls in same region set,Dip depth: z-score vs controls in same region set,Dip depth: Prediction interval of controls,Dip depth: interpretation vs controls in same region set,ref_genome,settings
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-3.390817973637416,149.99999999999903,1.3717439773537892,757.9999999985979,68.99181169515157,6078.9998960062585,-734.2947705961983,0.00376863247070227,-0.00409737173295163,66.37868594096534,SAEC_hg38,healthy_control,-0.49,"(-57.352891496492546, 261.62173795536086)",N/A,1.41,"(-0.08404821242336491, 0.0228386789021512)",N/A,0memhg38,TrueDI1230XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-4.082517609367848,149.9999999999937,-0.03493502780675958,757.9999999999999,75.96623134675747,6078.925281324856,-732.7646140524299,0.00589086881124165,-0.00460119152696499,71.1258221187864,SAEC_hg38,healthy_control,-0.4,"(-57.92068959646487, 258.4979697116768)",N/A,1.45,"(-0.08228043855970867, 0.02394775123031823)",N/A,0memhg38,FalseDI26830XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-1.417754530208155,149.9999999999984,-1.4065381248096176,757.0000000084378,59.95563298643588,6078.999999944002,-729.6356657203975,5.7726683371767e-4,-0.00367258875953396,56.8305347314546,SAEC_hg38,healthy_control,-0.54,"(-69.32178045823501, 266.0620478270672)",N/A,1.14,"(-0.08266147055711845, 0.02673852634501515)",N/A,30memhg38,TrueDI1230XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-5.655251563585223,149.9999999999789,1.3850770893806936,757.9999999731599,63.12302427564032,6078.896437703304,-735.4769064122873,0.01016921375873862,-0.00386685676116904,57.910794814563886,SAEC_hg38,healthy_control,-0.48,"(-48.869945912711216, 224.22800463755362)",N/A,1.12,"(-0.07321690363605177, 0.03713658510268483)",N/A,0memhg38noalt,True40
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/True40/summary_across_samples_and_ROIS.csv,-5.655251563585223,149.9999999999789,1.3850770893806936,757.9999999731599,63.12302427564032,6078.896437703304,-735.4769064122873,0.01016921375873862,-0.00386685676116904,57.910794814563886,SAEC_hg38,healthy_control,-0.48,"(-48.869945912711216, 224.22800463755362)",N/A,1.12,"(-0.07321690363605177, 0.03713658510268483)",N/A,30memhg38,True40
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38noalt/False40/summary_across_samples_and_ROIS.csv,-6.771087268465978,149.99999999999105,0.9266899092912412,757.9999999876477,65.35537962768247,6078.999791134586,-737.58330086734,0.01323173005054315,-0.00386499058946119,58.3875176362501,SAEC_hg38,healthy_control,-0.47,"(-54.6453444831473, 232.8294523259019)",N/A,1.24,"(-0.07598507464889066, 0.03791247116054035)",N/A,30memhg38noalt,False40
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-3.8444561033646183,149.99999999999554,-0.7846299284639764,757.0000000074631,71.909902804203,6078.949743930091,-731.9544171955962,0.00591905766083713,-0.00427623784580338,66.59265558096216,SAEC_hg38,healthy_control,-0.45,"(-52.346689277084835, 247.5357702917553)",N/A,1.46,"(-0.07915125681642185, 0.023112995445685878)",N/A,0memhg38,FalseDI1230XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-1.417754530208155,149.9999999999984,-1.4065381248096176,757.0000000084378,59.95563298643588,6078.999999944002,-729.6356657203975,5.7726683371767e-4,-0.00367258875953396,56.8305347314546,SAEC_hg38,healthy_control,-0.54,"(-69.32178045823501, 266.0620478270672)",N/A,1.14,"(-0.08266147055711845, 0.02673852634501515)",N/A,0memhg38noalt,TrueDI1230XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-3.000143085269741,149.99999999999034,-1.1812365116004828,757.0000000060852,65.41699617115944,6078.992023231794,-730.1783461589374,0.00430866205365147,-0.00407769196755672,60.68311841328891,SAEC_hg38,healthy_control,-0.5,"(-68.43245343850326, 265.3698093273308)",N/A,1.26,"(-0.0823126503115904, 0.02786407559152392)",N/A,0memhg38noalt,FalseDI26830XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-5.655251563585223,149.9999999999789,1.3850770893806936,757.9999999731599,63.12302427564032,6078.896437703304,-735.4769064122873,0.01016921375873862,-0.00386685676116904,57.910794814563886,SAEC_hg38,healthy_control,-0.48,"(-48.869945912711216, 224.22800463755362)",N/A,1.12,"(-0.07321690363605177, 0.03713658510268483)",N/A,30memhg38noalt,True40
